what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1438847834849
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1438847834949
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1438847835624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438847836371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438847941697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438847957967
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1438848006208
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1438848006783
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1438848006879
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1438848007771
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1438848007814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848008889
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1438848009109
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1438848011431
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1438848011665
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1438848011775
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1438848012182
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1438848012454
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1438848013467
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1438848014873
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1438848022775
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1438848039940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848069582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848070841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848083567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848083824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848106754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848107692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848119682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848119886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848600633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848600767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848715449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438848715588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438849198630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438849198851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438849368351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438849368591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1438850086013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1438850089355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438850246695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438852762849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438854285878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438854286391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438854701755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438854701988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438854767908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438854768120
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1438855188558
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1438855188621
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1438855188714
closed,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1438855188725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438856399756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438856399966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1438857478256
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1438857495744
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1438857497619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438859383000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438860065704
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1438860070710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438860073301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438929225426
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1438929234785
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1438929237401
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1438929257822
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1438929297010
closed,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1438929297185
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1438929300983
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1438929301054
closed,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1438929301099
started,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1438929301993
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1438929302193
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1438929302359
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1438929302605
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1438929303084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438935688426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438935805682
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1438935808199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438935840483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438954240914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438954244508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1438954830762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028369407
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1439028545151
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1439028576641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028590389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028594339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028594349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028644637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028646535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028654868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1439028658407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028672715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028688824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028792763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028904680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028924535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028950713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1439028957235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028968809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439028986078
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1439029014238
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1439029015922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029027594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029071970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1439029093624
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1439029132962
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1439029133022
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1439029136484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029153858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029288137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1439029298561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029306643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029510421
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1439029566460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029572440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029581488
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1439029581541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029583688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029603180
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1439029603219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029607606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029607753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029610145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029610277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029611128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029611266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029611939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029612080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029623102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029764025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1439029771913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439029775070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030155491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030157764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030205117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030337491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030387776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1439030393996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030515485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030527241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1439030545097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1439030569895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030572667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030657563
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1439030663869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030767177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030787093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030801046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030812651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030837232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439030910003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1439030921802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439031245292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439031248780
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1439031249492
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1439031249493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439031253549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439031256260
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439031256645
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1439031259139
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1439031259139
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1439031259182
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1439031259276
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1439031259384
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1441107598914
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1441107598914
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1441107598930
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1441107598930
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1441107598945
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1441107598976
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1441107598992
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1441107599008
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1441107599008
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1441107599023
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1441107599039
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1441107599101
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1441107599117
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1441107599132
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1441107599132
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1441107599132
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1441107599195
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1441107599522
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1441107599600
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1441107599616
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1441107599632
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1441107599647
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1441107599678
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1441107599710
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1441107599725
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1441107599756
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1441107599756
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1441107599772
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1441107599803
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1441107599834
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1441107599850
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1441107599866
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1441107599866
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1441107599881
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1441107599912
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1441107599990
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1441107600037
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1441107600084
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1441107600100
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1441107600115
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1441107600162
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1441107600178
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1441107600224
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1441107600318
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1441107600349
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1441107600349
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1441107600396
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1441107600396
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1441107600412
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1441107600427
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1441107600443
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1441107600443
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1441107600458
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1441107600490
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1441107600552
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1441107600568
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1441107600599
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1441107600692
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1441107600724
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1441107600739
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1441107600770
